,MEN_nmen,MEN_nmencomp,codecommune
16523,305,39,47051
16524,1841,176,47052
16525,61,11,47053
16526,489,51,47054
16527,132,32,47055
16528,153,22,47056
16529,499,45,47057
16530,69,17,47059
16531,225,59,47060
16532,137,11,47061
16533,79,23,47062
16534,57,8,47063
16535,63,21,47064
16536,768,106,47065
16537,209,26,47066
16538,81,9,47067
16539,337,49,47068
16540,777,110,47069
16541,235,37,47070
16542,92,17,47071
16543,27,17,47072
16544,50,11,47073
16545,164,24,47074
16546,154,14,47075
16547,69,23,47076
16548,238,53,47077
16549,426,50,47078
16550,106,19,47079
16551,34,6,47080
16552,152,33,47081
16553,53,22,47082
16554,28,11,47083
16555,73,14,47084
16556,117,15,47085
16557,445,45,47086
16558,49,16,47087
16559,147,38,47088
16560,61,6,47089
16561,91,21,47090
16562,266,32,47091
16563,45,16,47092
16564,158,14,47093
16565,184,38,47094
16566,63,12,47096
16567,265,52,47097
16568,78,20,47098
16569,163,23,47099
16570,767,82,47100
16571,312,55,47101
16572,186,43,47102
16573,69,23,47103
16574,63,21,47104
16575,60,12,47105
16576,2251,195,47106
16577,91,17,47107
16578,106,26,47108
16579,75,17,47109
16580,470,69,47110
16581,130,21,47111
16582,122,24,47112
16583,33,8,47113
16584,92,22,47114
16585,68,14,47115
16586,146,37,47117
16587,27,8,47118
16588,299,16,47119
16589,47,6,47120
16590,77,12,47121
16591,51,12,47122
16592,129,22,47123
16593,42,4,47124
16594,96,16,47125
16595,28,10,47126
16596,228,40,47127
16597,154,36,47128
16598,53,13,47129
16599,124,18,47130
16600,101,16,47131
16601,55,7,47132
16602,142,27,47133
16603,148,42,47134
16604,123,24,47135
16605,43,11,47136
16606,323,64,47137
16607,337,43,47138
16608,26,6,47139
16609,137,27,47140
16610,78,22,47141
16611,322,46,47142
16612,857,89,47143
16613,178,36,47144
16614,802,122,47145
16615,156,27,47146
16616,212,36,47147
16617,58,12,47148
16618,76,18,47150
16619,127,29,47151
16620,122,35,47152
16621,70,12,47154
16622,128,37,47155
16623,174,42,47156
16624,5951,539,47157
16625,25,7,47158
16626,406,51,47159
16627,29,7,47160
16628,29,8,47161
16629,50,10,47162
16630,42,14,47164
16631,408,84,47165
16632,612,73,47167
16633,1353,147,47168
16634,147,22,47169
16635,235,37,47170
16636,85,24,47171
16637,110,20,47172
16638,297,47,47173
16639,274,60,47174
16640,786,118,47175
16641,57,13,47176
16642,109,24,47177
16643,81,19,47178
16644,938,100,47179
16645,126,41,47180
16646,85,20,47181
16647,98,34,47182
16648,80,17,47183
16649,73,20,47184
16650,832,112,47185
16651,205,36,47186
16652,80,16,47187
16653,108,28,47188
16654,42,7,47189
16655,192,24,47190
16656,131,41,47191
16657,28,10,47192
16658,58,14,47193
16659,92,20,47194
16660,2414,256,47195
16661,105,16,47196
16662,54,17,47197
16663,51,13,47198
16664,94,16,47199
16665,45,16,47200
16666,2547,275,47201
16667,69,17,47202
16668,611,89,47203
16669,71,16,47204
16670,55,9,47205
16671,118,16,47206
16672,36,3,47207
16673,35,4,47208
16674,588,99,47209
16675,611,71,47210
16676,116,22,47211
16677,52,12,47212
16678,263,34,47213
16679,233,43,47214
16680,772,103,47215
16681,178,45,47216
16682,274,34,47217
16683,55,12,47218
16684,35,13,47219
16685,58,9,47220
16686,175,20,47221
16687,73,18,47222
16688,62,14,47224
16689,167,34,47225
16690,165,19,47226
16691,151,16,47228
16692,57,9,47229
16693,112,37,47230
16694,52,8,47231
16695,202,21,47232
16696,743,111,47233
16697,94,22,47234
16698,156,20,47235
16699,29,8,47236
16700,84,18,47237
16701,249,59,47238
16702,168,29,47239
16703,73,18,47240
16704,169,43,47241
16705,214,45,47242
16706,82,24,47244
16707,26,4,47245
16708,308,44,47246
16709,85,16,47247
16710,100,22,47248
16711,171,25,47249
16712,62,15,47250
16713,65,10,47251
16714,1907,200,47252
16715,100,17,47253
16716,87,12,47254
16717,42,8,47255
16718,33,9,47256
16719,90,16,47257
16720,118,24,47258
16721,139,26,47260
16722,96,25,47262
16723,136,30,47263
16724,431,50,47264
16725,110,12,47265
16726,77,14,47266
16727,73,10,47267
16728,140,24,47269
16729,91,15,47271
16730,61,11,47272
16731,38,8,47273
16732,83,10,47274
16733,46,12,47275
16734,86,15,47276
16735,103,15,47277
16736,104,23,47278
16737,87,12,47279
16738,563,84,47280
16739,38,8,47281
16740,55,28,47282
16741,394,48,47283
16742,94,21,47284
16743,195,43,47285
16744,18,2,47286
16745,39,12,47287
16746,91,20,47288
16747,94,15,47289
16748,171,22,47290
16749,109,15,47291
16750,270,35,47292
16751,121,31,47293
16752,71,20,47294
16753,68,22,47295
16754,72,8,47296
16755,41,9,47297
16756,88,21,47298
16757,63,19,47299
16758,244,45,47300
16759,295,48,47301
16760,324,40,47302
16761,76,13,47303
16762,35,11,47304
16763,69,17,47305
16764,283,48,47306
16765,41,13,47307
16766,73,8,47308
16767,183,16,47309
16768,3349,336,47310
16769,30,8,47311
16770,276,72,47312
16771,44,15,47313
16772,72,23,47314
16773,268,57,47315
16774,131,21,47316
16775,178,25,47317
16776,373,49,47318
16777,47,15,47319
16778,130,27,47320
16779,88,16,47321
16780,7580,762,47323
16781,498,51,47324
16782,141,20,47325
16783,338,61,47326
16784,116,21,47327
16785,138,41,47328
16786,89,11,48001
16787,105,18,48002
16788,78,20,48003
16789,96,19,48004
16790,42,12,48005
16791,21,1,48007
16792,85,23,48008
16793,375,38,48009
16794,149,29,48010
16795,119,23,48012
16796,198,20,48013
16797,93,14,48015
16798,94,16,48016
16799,257,31,48017
16800,127,20,48018
16801,57,9,48019
16802,21,6,48020
16803,69,6,48021
16804,86,21,48025
16805,58,6,48026
16806,110,18,48027
16807,78,19,48028
16808,51,8,48029
16809,51,12,48030
16810,47,6,48031
16811,70,13,48032
16812,557,79,48034
16813,52,3,48036
16814,29,4,48037
16815,151,7,48038
16816,312,42,48039
16817,39,4,48041
16818,99,17,48042
16819,125,23,48043
16820,43,8,48044
16821,88,23,48045
16822,42,4,48046
16823,42,12,48048
16824,42,8,48050
16825,278,22,48051
16826,110,22,48053
16827,20,3,48054
16828,25,3,48055
16829,79,16,48056
16830,78,22,48058
16831,63,6,48059
16832,649,49,48061
16833,110,20,48063
16834,119,14,48064
16835,28,3,48065
16836,30,7,48067
16837,40,13,48068
16838,289,70,48070
16839,58,12,48071
16840,45,9,48072
16841,49,14,48073
16842,54,12,48074
16843,210,16,48075
16844,38,16,48077
16845,51,12,48079
16846,1303,95,48080
16847,56,15,48081
16848,40,12,48082
16849,88,14,48083
16850,53,5,48085
16851,96,14,48086
16852,73,13,48087
16853,77,17,48088
16854,141,37,48089
16855,279,30,48090
16856,1684,104,48092
16857,78,12,48094
16858,3276,246,48095
16859,300,36,48096
16860,60,5,48097
16861,32,5,48098
16862,203,26,48099
16863,77,9,48100
16864,164,20,48103
16865,229,30,48104
16866,38,8,48105
16867,38,5,48106
16868,22,11,48107
16869,58,12,48108
16870,52,12,48110
16871,58,8,48111
16872,59,9,48112
16873,56,4,48115
16874,115,18,48116
16875,33,3,48117
16876,84,12,48119
16877,60,10,48121
16878,97,24,48123
16879,38,11,48124
16880,69,17,48126
16881,230,36,48127
16882,164,31,48128
16883,79,9,48129
16884,24,7,48130
16885,46,5,48131
16886,567,56,48132
16887,40,8,48135
16888,52,6,48136
16889,77,14,48137
16890,16,4,48138
16891,78,10,48139
16892,1424,132,48140
16893,38,4,48141
16894,100,8,48144
16895,100,23,48145
16896,211,19,48146
16897,130,16,48147
16898,182,18,48148
16899,32,2,48150
16900,26,5,48151
16901,31,2,48152
16902,26,3,48153
16903,176,21,48155
16904,232,37,48156
16905,16,5,48157
16906,29,6,48158
16907,72,23,48160
16908,23,0,48161
16909,26,3,48163
16910,67,14,48165
16911,40,4,48166
16912,65,18,48168
16913,85,24,48169
16914,62,10,48170
16915,42,5,48171
16916,91,9,48173
16917,80,25,48174
16918,61,14,48175
16919,25,6,48176
16920,73,11,48177
16921,96,11,48178
16922,67,11,48179
16923,21,5,48181
16924,32,9,48182
16925,46,7,48185
16926,50,11,48187
16927,120,12,48188
16928,58,11,48190
16929,13,5,48191
16930,41,14,48192
16931,77,7,48193
16932,142,8,48194
16933,282,15,48198
16934,699,51,49002
16935,199,29,49003
16936,47126,2549,49007
16937,251,18,49008
16938,130,15,49009
16939,97,11,49010
16940,45,2,49011
16941,91,7,49012
16942,2684,163,49015
16943,104,14,49017
16944,1171,76,49018
16945,361,34,49020
16946,1281,58,49021
16947,290,22,49022
16948,1408,135,49023
16949,467,31,49026
16950,341,33,49027
16951,32,1,49028
16952,235,23,49029
16953,261,24,49030
16954,840,61,49035
16955,247,20,49036
16956,90,9,49038
16957,470,39,49041
16958,92,8,49045
16959,394,23,49048
16960,529,32,49050
16961,79,9,49053
16962,876,47,49054
16963,319,22,49055
16964,60,3,49056
16965,70,9,49057
16966,146,26,49058
16967,259,18,49060
16968,302,27,49061
16969,1440,129,49063
16970,95,7,49064
16971,70,9,49067
16972,411,36,49068
16973,387,30,49069
16974,150,24,49070
16975,97,5,49076
16976,624,34,49080
16977,238,25,49082
16978,236,21,49086
16979,262,48,49089
16980,217,19,49090
16981,1506,124,49092
16982,16377,972,49099
16983,117,17,49100
16984,124,10,49102
16985,119,6,49107
16986,370,52,49109
16987,370,32,49110
16988,221,6,49112
16989,111,9,49113
16990,81,9,49114
16991,309,24,49120
16992,125,8,49121
16993,288,29,49123
16994,1961,127,49125
16995,1031,42,49127
16996,786,35,49129
16997,96,7,49130
16998,147,14,49131
16999,269,29,49132
17000,344,22,49135
17001,197,15,49138
17002,375,20,49140
17003,362,38,49144
17004,257,21,49155
17005,491,37,49160
17006,87,10,49161
17007,438,28,49163
17008,426,29,49167
17009,194,12,49170
17010,34,4,49171
17011,176,17,49174
17012,713,55,49176
17013,272,23,49178
17014,1995,109,49180
17015,179,23,49182
17016,562,50,49183
17017,161,23,49188
17018,494,47,49192
17019,980,92,49193
17020,828,56,49194
17021,145,11,49195
17022,190,13,49200
17023,511,36,49201
17024,240,25,49205
17025,110,11,49209
17026,214,19,49211
17027,1076,77,49214
17028,1257,71,49215
17029,55,4,49216
17030,117,10,49217
17031,438,34,49218
17032,188,15,49219
17033,532,29,49220
17034,367,37,49221
17035,311,32,49222
17036,755,70,49223
17037,191,19,49224
17038,556,25,49228
17039,142,22,49231
17040,117,18,49235
17041,65,3,49236
17042,57,5,49237
17043,211,27,49240
17044,341,24,49241
17045,810,114,49244
17046,2776,195,49246
17047,495,31,49247
17048,945,56,49248
17049,477,35,49253
17050,254,18,49257
17051,518,46,49259
17052,329,41,49260
17053,650,39,49261
17054,139,11,49262
17055,182,14,49266
17056,1575,111,49267
17057,335,40,49269
17058,285,24,49271
17059,342,28,49272
17060,871,61,49278
17061,689,45,49283
17062,242,30,49284
17063,60,3,49288
17064,100,12,49291
17065,370,25,49292
17066,210,13,49294
17067,142,13,49298
17068,312,30,49299
17069,1399,111,49301
17070,122,16,49302
17071,174,15,49306
17072,557,31,49307
17073,178,17,49308
17074,182,24,49310
17075,242,31,49311
17076,88,6,49321
17077,679,58,49323
17078,64,6,49326
17079,10655,618,49328
17080,326,31,49329
17081,137,14,49330
17082,2125,120,49331
17083,587,63,49332
17084,658,40,49333
17085,74,6,49334
17086,251,35,49336
17087,156,12,49338
17088,249,31,49339
17089,176,15,49341
17090,539,69,49343
17091,117,8,49344
17092,445,32,49345
17093,617,50,49347
17094,161,19,49352
17095,3328,228,49353
17096,635,70,49355
17097,135,8,49358
17098,151,12,49359
17099,528,56,49361
17100,376,27,49362
17101,294,32,49364
17102,369,27,49367
17103,561,54,49368
17104,444,33,49369
17105,66,7,49370
17106,300,33,49371
17107,1069,79,49373
17108,354,27,49374
17109,512,33,49377
17110,481,34,49378
17111,401,38,49381
17112,855,58,50002
17113,913,66,50003
17114,186,13,50004
17115,37,5,50006
17116,35,5,50008
17117,141,16,50013
17118,184,22,50015
17119,79,11,50016
17120,141,14,50019
17121,33,2,50021
17122,47,3,50022
17123,181,19,50023
17124,52,4,50024
17125,3396,210,50025
17126,25,5,50026
17127,230,27,50027
17128,45,9,50028
17129,497,38,50029
17130,277,17,50030
17131,716,50,50031
17132,148,10,50032
17133,51,8,50033
17134,84,6,50034
17135,132,13,50036
17136,108,9,50038
17137,51,10,50039
17138,69,9,50040
17139,268,24,50041
17140,76,13,50044
17141,95,11,50045
17142,103,10,50046
17143,188,10,50048
17144,192,18,50049
17145,49,8,50050
17146,65,9,50052
17147,60,8,50054
17148,35,3,50055
17149,351,22,50058
17150,75,9,50059
17151,125,11,50060
17152,52,2,50062
17153,57,3,50064
17154,1481,98,50066
17155,71,6,50069
17156,44,5,50072
17157,720,34,50074
17158,677,47,50076
17159,179,14,50077
17160,124,16,50078
17161,75,4,50079
17162,149,8,50081
17163,964,77,50082
17164,111,11,50083
17165,106,12,50084
17166,292,28,50085
17167,80,9,50086
17168,452,31,50087
17169,102,6,50088
17170,288,23,50090
17171,223,23,50092
17172,137,10,50093
17173,101,7,50094
17174,222,16,50095
17175,46,10,50096
17176,184,10,50098
17177,1901,105,50099
17178,63,6,50101
17179,30,2,50105
17180,87,22,50106
17181,146,17,50108
17182,586,62,50109
17183,309,37,50110
17184,320,31,50111
17185,155,11,50112
17186,67,4,50115
17187,130,9,50117
17188,107,6,50118
17189,52,6,50120
17190,79,6,50121
17191,65,9,50124
17192,25,6,50126
17193,11524,707,50129
17194,149,24,50130
17195,53,4,50135
17196,191,19,50137
17197,129,14,50138
17198,828,76,50139
17199,186,7,50142
17200,164,11,50143
17201,266,18,50144
17202,145,26,50145
17203,89,8,50146
17204,3113,188,50147
17205,134,15,50148
17206,143,13,50149
17207,64,7,50150
17208,629,62,50151
17209,128,13,50152
17210,64,7,50155
17211,19,4,50156
17212,148,12,50158
17213,154,19,50159
17214,165,19,50161
17215,201,14,50162
17216,252,15,50164
17217,1221,104,50165
17218,80,7,50166
17219,528,35,50167
17220,648,33,50168
17221,36,9,50169
17222,83,3,50172
17223,44,7,50174
17224,61,5,50175
17225,70,11,50176
17226,102,8,50177
17227,286,20,50178
17228,110,8,50181
17229,112,12,50182
17230,114,11,50183
17231,387,33,50184
17232,218,12,50185
17233,57,5,50186
17234,284,19,50188
17235,59,7,50190
17236,33,6,50192
17237,107,9,50193
17238,137,11,50194
17239,141,13,50195
17240,195,22,50196
17241,467,37,50197
17242,159,13,50198
17243,374,32,50200
17244,46,4,50205
17245,56,10,50207
17246,51,3,50208
17247,151,18,50209
17248,169,9,50210
17249,126,11,50214
17250,430,25,50215
17251,197,18,50216
17252,175,12,50217
17253,4755,285,50218
17254,130,3,50219
17255,154,19,50222
17256,56,6,50225
17257,103,12,50227
17258,456,34,50228
17259,52,4,50229
17260,149,18,50230
17261,227,17,50231
17262,132,13,50232
17263,29,6,50233
17264,30,7,50234
17265,56,2,50235
17266,559,56,50236
17267,415,38,50237
17268,76,10,50238
17269,203,22,50239
17270,59,8,50240
17271,47,2,50241
17272,157,15,50243
17273,20,6,50246
17274,54,3,50247
17275,69,7,50251
17276,197,13,50252
17277,71,10,50253
17278,1072,82,50256
17279,25,2,50258
17280,155,12,50259
17281,218,20,50260
17282,65,5,50261
17283,161,9,50262
17284,175,25,50263
17285,68,3,50265
17286,163,13,50266
17287,413,35,50267
17288,89,9,50268
17289,72,0,50269
17290,73,10,50270
17291,40,4,50271
17292,316,24,50272
17293,191,19,50273
17294,345,19,50274
17295,67,4,50275
17296,169,16,50276
17297,113,5,50277
17298,54,5,50278
17299,167,20,50279
17300,216,16,50281
17301,72,11,50282
17302,13,4,50283
17303,94,13,50285
17304,312,28,50288
17305,225,13,50289
17306,142,14,50290
17307,65,8,50291
17308,412,26,50292
17309,258,28,50294
17310,55,5,50295
17311,47,6,50296
17312,244,23,50297
17313,160,9,50298
17314,49,5,50299
17315,72,5,50300
17316,43,8,50302
17317,60,4,50304
17318,109,11,50305
17319,53,6,50310
17320,97,11,50311
17321,86,6,50312
17322,121,14,50315
17323,74,7,50321
17324,32,4,50324
17325,112,14,50326
17326,63,3,50327
17327,200,18,50328
17328,157,28,50332
17329,112,11,50334
17330,141,15,50335
17331,93,8,50336
17332,220,14,50338
17333,61,7,50340
17334,594,42,50341
17335,282,29,50342
17336,103,5,50345
17337,91,8,50347
17338,298,17,50349
17339,197,24,50350
17340,28,3,50351
17341,82,3,50352
17342,37,1,50353
17343,232,16,50356
17344,44,5,50357
17345,842,52,50359
17346,70,9,50360
17347,59,7,50361
17348,101,5,50362
17349,234,21,50363
17350,214,22,50364
17351,104,7,50365
17352,26,6,50368
17353,158,26,50369
17354,168,10,50370
17355,154,10,50371
17356,42,3,50372
17357,42,2,50373
17358,72,10,50376
17359,249,14,50378
17360,50,0,50379
17361,55,8,50382
17362,69,3,50384
17363,99,15,50387
17364,220,26,50388
17365,148,14,50389
17366,36,4,50390
17367,458,23,50391
17368,745,55,50393
17369,804,59,50394
17370,70,6,50395
17371,117,9,50397
17372,47,4,50398
17373,77,7,50399
17374,594,39,50400
17375,128,14,50401
17376,387,34,50402
17377,366,24,50403
17378,97,9,50405
17379,212,23,50407
17380,159,16,50408
17381,626,59,50409
17382,1686,138,50410
17383,119,9,50411
17384,519,34,50412
17385,124,10,50413
17386,376,39,50417
17387,317,23,50419
17388,275,29,50420
17389,90,6,50421
17390,61,7,50422
17391,65,5,50423
17392,197,21,50425
17393,151,11,50426
17394,257,16,50428
17395,319,21,50429
17396,187,9,50431
17397,406,31,50433
17398,116,8,50435
17399,329,34,50436
17400,209,16,50437
17401,74,11,50442
17402,204,13,50443
17403,405,36,50444
17404,98,12,50445
17405,109,11,50446
17406,87,7,50447
17407,245,17,50448
17408,108,5,50450
17409,27,4,50451
17410,223,18,50452
17411,180,16,50453
17412,48,7,50454
17413,195,18,50455
17414,249,14,50456
17415,49,4,50457
17416,44,7,50461
17417,222,18,50462
17418,259,34,50463
17419,179,9,50464
17420,94,6,50467
17421,242,22,50468
17422,97,5,50469
17423,83,6,50471
17424,82,4,50472
17425,93,8,50473
17426,234,27,50474
17427,205,27,50475
17428,77,6,50476
17429,97,11,50478
17430,42,10,50479
17431,154,15,50480
17432,194,11,50481
17433,58,6,50482
17434,164,12,50483
17435,1732,88,50484
17436,158,16,50486
17437,780,57,50487
17438,163,18,50488
17439,140,17,50489
17440,57,4,50490
17441,96,12,50491
17442,244,14,50492
17443,258,17,50493
17444,32,5,50495
17445,171,14,50498
17446,213,12,50499
17447,206,8,50500
17448,7712,445,50502
17449,60,6,50504
17450,111,8,50505
17451,77,5,50506
17452,138,10,50507
17453,257,23,50509
17454,138,17,50510
17455,39,3,50511
17456,149,11,50512
17457,77,5,50513
17458,120,15,50514
17459,63,3,50517
17460,128,8,50518
17461,52,1,50519
17462,53,3,50521
17463,61,4,50522
17464,448,37,50523
17465,203,28,50525
17466,270,32,50528
17467,48,6,50529
17468,242,16,50531
17469,61,5,50533
17470,99,4,50535
17471,62,6,50536
17472,88,7,50537
17473,83,8,50538
17474,443,27,50539
17475,116,6,50540
17476,203,18,50541
17477,197,14,50542
17478,272,18,50543
17479,170,12,50546
17480,83,5,50549
17481,452,38,50550
17482,643,63,50551
17483,88,7,50552
17484,120,12,50553
17485,173,12,50554
17486,103,6,50556
17487,723,58,50562
17488,140,17,50563
17489,226,18,50564
17490,364,29,50565
17491,234,19,50567
17492,117,10,50568
17493,109,10,50569
17494,239,11,50570
17495,61,4,50572
17496,105,10,50574
17497,84,7,50575
17498,166,8,50576
17499,111,10,50577
17500,26,3,50578
17501,233,19,50579
17502,61,8,50580
17503,1195,80,50582
17504,96,11,50584
17505,240,30,50585
17506,163,16,50588
17507,100,11,50589
17508,98,5,50590
17509,541,32,50591
17510,454,37,50592
17511,193,22,50593
17512,141,17,50594
17513,71,4,50596
17514,206,14,50597
17515,94,13,50598
17516,165,9,50599
17517,832,64,50601
17518,163,21,50603
17519,137,16,50604
17520,183,24,50606
17521,117,9,50607
17522,89,7,50609
17523,53,9,50610
17524,159,21,50612
17525,124,19,50613
17526,1854,105,50615
17527,394,35,50616
17528,120,9,50617
17529,78,8,50618
17530,115,7,50619
17531,22,3,50621
17532,84,7,50624
17533,144,14,50626
17534,64,9,50628
17535,188,21,50629
17536,36,1,50633
17537,21,5,50634
17538,110,10,50637
17539,1472,90,50639
17540,112,11,50641
17541,150,14,50643
17542,160,14,50647
17543,220,20,50648
17544,44,4,51001
17545,304,21,51002
17546,65,1,51003
17547,44,2,51004
17548,58,1,51005
17549,55,6,51006
17550,280,14,51007
17551,47,1,51008
17552,284,25,51009
17553,54,4,51010
17554,18,1,51012
17555,24,1,51013
17556,60,3,51014
17557,29,3,51015
17558,79,7,51016
17559,68,7,51017
17560,173,14,51018
17561,58,5,51019
17562,36,4,51022
17563,72,8,51023
17564,163,12,51025
17565,76,4,51027
17566,299,25,51028
17567,558,43,51029
17568,1585,100,51030
17569,41,3,51031
17570,159,7,51032
17571,93,8,51033
17572,84,7,51035
17573,219,7,51036
17574,54,5,51037
17575,61,5,51038
17576,38,2,51039
17577,98,3,51040
17578,29,5,51041
17579,130,14,51042
17580,547,40,51043
17581,125,9,51044
17582,30,1,51045
17583,134,7,51046
17584,47,4,51048
17585,156,8,51049
17586,50,3,51050
17587,36,3,51051
17588,100,8,51052
17589,34,2,51053
17590,226,10,51054
17591,1333,81,51055
17592,113,6,51056
17593,28,2,51057
17594,153,20,51058
17595,78,8,51059
17596,49,7,51060
17597,16,1,51061
17598,46,6,51062
17599,128,7,51063
17600,207,17,51065
17601,127,12,51066
17602,60,5,51068
17603,26,2,51069
17604,40,6,51070
17605,54,4,51071
17606,37,8,51072
17607,32,4,51073
17608,304,22,51074
17609,201,10,51075
17610,158,11,51076
17611,57,3,51077
17612,110,20,51078
17613,312,21,51079
17614,40,4,51080
17615,47,4,51081
17616,22,1,51082
17617,23,1,51083
17618,29,4,51084
17619,126,7,51085
17620,46,3,51086
17621,21,6,51087
17622,91,7,51088
17623,25,3,51089
17624,80,7,51090
17625,45,4,51091
17626,156,7,51092
17627,100,10,51093
17628,39,5,51094
17629,28,5,51095
17630,68,9,51097
17631,42,3,51098
17632,64,5,51099
17633,29,3,51100
17634,129,7,51101
17635,74,7,51102
17636,49,4,51103
17637,61,6,51104
17638,299,17,51105
17639,33,3,51106
17640,64,6,51107
17641,16795,838,51108
17642,43,5,51109
17643,24,3,51110
17644,23,1,51111
17645,122,11,51112
17646,38,3,51113
17647,96,5,51115
17648,60,3,51116
17649,84,9,51117
17650,132,6,51118
17651,146,7,51119
17652,26,0,51120
17653,58,5,51121
17654,44,7,51122
17655,18,1,51124
17656,44,3,51127
17657,53,4,51129
17658,96,11,51130
17659,65,9,51132
17660,41,1,51133
17661,74,5,51134
17662,16,2,51135
17663,280,14,51136
17664,42,4,51137
17665,74,9,51139
17666,111,9,51140
17667,171,14,51141
17668,91,7,51142
17669,215,17,51144
17670,88,6,51145
17671,18,1,51146
17672,64,6,51147
17673,63,6,51148
17674,90,11,51149
17675,12,3,51150
17676,27,4,51151
17677,194,13,51152
17678,348,21,51153
17679,61,6,51154
17680,159,10,51155
17681,40,7,51156
17682,51,4,51157
17683,86,7,51158
17684,291,32,51160
17685,163,18,51161
17686,220,12,51162
17687,114,10,51163
17688,67,3,51164
17689,183,16,51165
17690,19,3,51166
17691,64,4,51167
17692,68,6,51168
17693,44,3,51169
17694,31,1,51170
17695,256,23,51171
17696,1003,53,51172
17697,40,2,51173
17698,22,1,51174
17699,46,5,51175
17700,56,3,51176
17701,53,4,51177
17702,25,3,51178
17703,45,5,51179
17704,39,1,51181
17705,50,3,51182
17706,232,19,51183
17707,84,8,51184
17708,102,11,51185
17709,70,4,51187
17710,42,4,51188
17711,5,1,51190
17712,33,4,51191
17713,84,4,51192
17714,484,57,51193
17715,89,8,51194
17716,208,26,51195
17717,333,14,51196
17718,25,0,51197
17719,120,14,51198
17720,116,5,51199
17721,147,13,51200
17722,327,23,51202
17723,57,7,51203
17724,516,26,51204
17725,38,2,51205
17726,39,5,51206
17727,32,3,51208
17728,339,17,51210
17729,24,4,51211
17730,50,4,51212
17731,43,4,51214
17732,22,3,51215
17733,60,4,51216
17734,971,53,51217
17735,37,11,51218
17736,61,10,51219
17737,44,4,51220
17738,32,1,51222
17739,13,4,51223
17740,39,1,51224
17741,102,7,51225
17742,36,5,51226
17743,107,11,51227
17744,39,4,51228
17745,34,2,51229
17746,10256,486,51230
17747,95,7,51231
17748,88,10,51232
17749,25,3,51233
17750,122,6,51234
17751,58,3,51235
17752,51,3,51236
17753,566,30,51237
17754,116,9,51238
17755,34,1,51239
17756,52,1,51240
17757,45,4,51241
17758,664,30,51242
17759,127,15,51243
17760,56,12,51244
17761,96,8,51245
17762,49,7,51246
17763,65,10,51247
17764,862,56,51248
17765,148,13,51249
17766,1312,102,51250
17767,35,1,51251
17768,160,13,51252
17769,91,7,51253
17770,107,12,51254
17771,42,4,51256
17772,81,6,51258
17773,47,0,51259
17774,17,4,51260
17775,515,55,51262
17776,94,8,51263
17777,133,14,51264
17778,177,12,51265
17779,96,9,51266
17780,41,2,51267
17781,41,6,51268
17782,63,4,51269
17783,78,5,51270
17784,195,10,51272
17785,31,2,51273
17786,39,4,51274
17787,48,5,51275
17788,48,7,51276
17789,65,9,51277
17790,43,6,51278
17791,57,4,51279
17792,161,7,51281
17793,332,22,51282
17794,56,6,51283
17795,75,3,51284
17796,43,4,51285
17797,57,4,51286
17798,257,13,51287
17799,49,4,51288
17800,129,10,51289
17801,113,23,51290
17802,288,16,51291
17803,58,5,51292
17804,85,10,51293
17805,24,4,51294
17806,84,12,51295
17807,23,2,51296
17808,113,16,51298
17809,167,10,51299
17810,36,1,51301
17811,22,1,51302
17812,154,10,51303
17813,29,2,51304
17814,36,4,51305
17815,27,3,51306
17816,51,8,51307
17817,327,17,51308
17818,20,1,51309
17819,54,3,51310
17820,71,9,51311
17821,114,11,51312
17822,71,5,51313
17823,48,2,51314
17824,39,3,51315
17825,125,12,51316
17826,100,11,51318
17827,34,5,51319
17828,91,5,51320
17829,20,6,51321
17830,28,5,51322
17831,40,5,51323
17832,25,2,51324
17833,40,3,51325
17834,104,17,51326
17835,70,2,51327
17836,263,26,51328
17837,191,15,51329
17838,245,9,51333
17839,88,11,51334
17840,55,10,51337
17841,243,15,51338
17842,85,10,51339
17843,94,11,51340
17844,62,2,51342
17845,221,15,51343
17846,447,29,51344
17847,73,3,51345
17848,484,35,51346
17849,35,2,51348
17850,84,7,51349
17851,37,7,51350
17852,37,1,51351
17853,106,7,51352
17854,81,5,51354
17855,34,2,51356
17856,149,12,51357
17857,181,19,51358
17858,40,3,51359
17859,68,7,51360
17860,39,2,51361
17861,129,10,51362
17862,65,8,51363
17863,18,1,51364
17864,84,7,51365
17865,480,29,51367
17866,40,3,51369
17867,56,5,51370
17868,74,7,51372
17869,30,4,51373
17870,74,3,51375
17871,43,3,51376
17872,149,3,51378
17873,89,11,51379
17874,1092,63,51380
17875,154,21,51381
17876,25,3,51382
17877,40,1,51384
17878,37,5,51386
17879,60,2,51387
17880,1160,70,51388
17881,269,15,51389
17882,260,17,51390
17883,257,19,51391
17884,42,2,51392
17885,42,4,51393
17886,35,5,51395
17887,44,6,51396
17888,58,5,51397
17889,56,8,51398
17890,199,20,51399
17891,59,3,51402
17892,122,15,51403
17893,41,8,51404
17894,37,6,51406
17895,64,8,51407
17896,67,5,51409
17897,136,7,51410
17898,31,3,51412
17899,145,9,51413
17900,40,3,51414
17901,103,11,51415
17902,201,21,51416
17903,97,7,51417
17904,82,13,51418
17905,73,8,51419
17906,29,2,51420
17907,37,2,51421
17908,99,6,51422
17909,787,81,51423
17910,84,5,51424
17911,145,15,51425
17912,24,2,51426
17913,51,1,51428
17914,66,7,51429
